annotation_record_id,source_family,source_id,source_project_id,source_parent_id,project_title,project_description,country_name,country_iso3,region_name,commitment_year,sector_code,sector_name,theme_or_intent,infrastructure_flag,finance_type,flow_class,implementation_status,location_text,source_url,recommended_for_aggregates,umbrella_flag,annotation_universe_flag,text_bundle_for_annotation
ca8a6b53b909c494,,,85250,2367,China Eximbank provides RMB 80 million government concessional loan for Al Furat Cotton Mill Equipment Modernization Project (Linked to Record ID#65099),"In June 2004, the Chinese Government and the Government of Syria signed a preferential loan framework agreement. Then, according to a dataset of foreign-financed projects that the Syrian Planning Commission (SPC) provided to UNDP Syria in May 2011, the China Eximbank provided an RMB 80 million ($11,776,000) government concessional loan (GCL) in 2006. This loan carried a 10 year maturity and a 3 year grace period. Its interest rate is unknown. The borrower was to use the loan proceeds to finance a commercial contract with China Textile Industrial Corporation for Foreign Economic and Technical Cooperation (CTEXIC).   The purpose of this project was to modernize the equipment of a cotton mill called Al Furat Spinning and Weaving Company (شركة الفرات للغزل والنسيج), which is located on the outskirts of the city of Deir Ez Zour (دير الزور). Its exact locational coordinates are 35°23'42”N, 40°14'26”E.   CTEXIC was the contractor responsible for implementation. The originally expected project implementation start date was January 1, 2006 and the originally expected project completion date was December 31, 2011. On July 9, 2007, the President of CTEXIC met with Dr. Fouad Al Jouni, Syrian Industrial Minister. During that meeting, the project was described as ‘ongoing’. However, a project commencement order was not issued until July 17, 2007. Then, during the second half of 2008, a set of new weaving machines were successfully delivered. ",Syrian Arab Republic,SYR,Middle East,2006,320,"INDUSTRY, MINING, CONSTRUCTION",Development,Yes,Loan,ODA,Implementation,"The purpose of this project was to modernize the equipment of a cotton mill called the Al Furat Spinning and Weaving Company (شركة الفرات للغزل والنسيج), which is located on the outskirts of the city of Deir Ez Zour (دير الزور). Its exact locational coordinates are  35°23'42”N, 40°14'26”E. More detailed locational information can be found at https://www.openstreetmap.org/way/473074242#map=10/35.4085/40.2424.",,Yes,No,true,"Title: China Eximbank provides RMB 80 million government concessional loan for Al Furat Cotton Mill Equipment Modernization Project (Linked to Record ID#65099)
Description: In June 2004, the Chinese Government and the Government of Syria signed a preferential loan framework agreement. Then, according to a dataset of foreign-financed projects that the Syrian Planning Commission (SPC) provided to UNDP Syria in May 2011, the China Eximbank provided an RMB 80 million ($11,776,000) government concessional loan (GCL) in 2006. This loan carried a 10 year maturity and a 3 year grace period. Its interest rate is unknown. The borrower was to use the loan proceeds to finance a commercial contract with China Textile Industrial Corporation for Foreign Economic and Technical Cooperation (CTEXIC). The purpose of this project was to modernize the equipment of a cotton mill called Al Furat Spinning and Weaving Company (شركة الفرات للغزل والنسيج), which is located on the outskirts of the city of Deir Ez Zour (دير الزور). Its exact locational coordinates are 35°23'42”N, 40°14'26”E. CTEXIC was the contractor responsible for implementation. The originally expected project implementation start date was January 1, 2006 and the originally expected project completion date was December 31, 2011. On July 9, 2007, the President of CTEXIC met with Dr. Fouad Al Jouni, Syrian Industrial Minister. During that meeting, the project was described as ‘ongoing’. However, a project commencement order was not issued until July 17, 2007. Then, during the second half of 2008, a set of new weaving machines were successfully delivered.
Country: Syrian Arab Republic
Region: Middle East
Sector: INDUSTRY, MINING, CONSTRUCTION
Sector code: 320
Theme/intent: Development
Infrastructure: Yes
Finance type: Loan
Flow class: ODA
Status: Implementation
Location: The purpose of this project was to modernize the equipment of a cotton mill called the Al Furat Spinning and Weaving Company (شركة الفرات للغزل والنسيج), which is located on the outskirts of the city of Deir Ez Zour (دير الزور). Its exact locational coordinates are 35°23'42”N, 40°14'26”E. More detailed locational information can be found at https://www.openstreetmap.org/way/473074242#map=10/35.4085/40.2424."
a44f00f9bfa2ec7c,,,107187,,"21st batch of Chinese peacekeeping force provides medical care services to Mare, Lebanon","On April 19, 2023, the 21st Chinese Peacekeeping Level-1+ Hospital to United Nations Interim Force in Lebanon (UNIFIL) sent medical personnel to Mare, a village in southern Lebanon near the Lebanon-Israel border, to carry out itinerant medical visits. The team contacted local clinics and donated a total of 23 varieties of commonly used drugs, including antibiotics and externally applied agents, which greatly alleviated the medicine shortage difficulty therein (recorded in ID #107186). The team also dispatched a medical team for itinerant visits to provide on-site medical services to local patients (recorded in this project).",Lebanon,LBN,Middle East,2023,120,HEALTH,Development,,Free-standing technical assistance,ODA,Completion,"The 21st Chinese Peacekeeping Level-1+ Hospital to United Nations Interim Force in Lebanon (UNIFIL) sent medical personnel to Mare, a village in southern Lebanon near the Lebanon-Israel border, to carry out itinerant medical visits. More detailed locational information can be found at https://www.openstreetmap.org/relation/318236.",,Yes,No,true,"Title: 21st batch of Chinese peacekeeping force provides medical care services to Mare, Lebanon
Description: On April 19, 2023, the 21st Chinese Peacekeeping Level-1+ Hospital to United Nations Interim Force in Lebanon (UNIFIL) sent medical personnel to Mare, a village in southern Lebanon near the Lebanon-Israel border, to carry out itinerant medical visits. The team contacted local clinics and donated a total of 23 varieties of commonly used drugs, including antibiotics and externally applied agents, which greatly alleviated the medicine shortage difficulty therein (recorded in ID #107186). The team also dispatched a medical team for itinerant visits to provide on-site medical services to local patients (recorded in this project).
Country: Lebanon
Region: Middle East
Sector: HEALTH
Sector code: 120
Theme/intent: Development
Finance type: Free-standing technical assistance
Flow class: ODA
Status: Completion
Location: The 21st Chinese Peacekeeping Level-1+ Hospital to United Nations Interim Force in Lebanon (UNIFIL) sent medical personnel to Mare, a village in southern Lebanon near the Lebanon-Israel border, to carry out itinerant medical visits. More detailed locational information can be found at https://www.openstreetmap.org/relation/318236."
a5605365c730e207,,,86705,,Mamba Cement Company donates money to repair local primary school and provide teaching equipment and support to teachers,"Before August 2018, Mamba Cement Company (Pty) Ltd, a joint venture with a majority stake held by Jidong Development Group and China-Africa Development fund (see Record ID#16650), donated money to repair the local primary school located near the Mamba Cement Plant in Limpopo Province, as well as providing teaching equipment and support to the school's teachers. The monetary value of this donation is unknown.  Mamba Cement Company is a joint venture for the $217 million USD Mamba Cement project. It includes South Africa's Women Investment Portfolio Holdings Limited (Wiphold) with a 23.9% stake, South African limestone mining company Continental Cement with a 25.1% stake, and Jidong Development Group and China-Africa Development Fund, which together hold a majority 51% stake. ",South Africa,ZAF,Africa,2018,110,EDUCATION,Development,Yes,Grant,ODA,Completion,This donation supported a primary school near the Mamba Cement Plant in Limpopo Province. More detailed locational information for Mamba Cement Plan can be found at https://www.openstreetmap.org/way/739107078,,Yes,No,true,"Title: Mamba Cement Company donates money to repair local primary school and provide teaching equipment and support to teachers
Description: Before August 2018, Mamba Cement Company (Pty) Ltd, a joint venture with a majority stake held by Jidong Development Group and China-Africa Development fund (see Record ID#16650), donated money to repair the local primary school located near the Mamba Cement Plant in Limpopo Province, as well as providing teaching equipment and support to the school's teachers. The monetary value of this donation is unknown. Mamba Cement Company is a joint venture for the $217 million USD Mamba Cement project. It includes South Africa's Women Investment Portfolio Holdings Limited (Wiphold) with a 23.9% stake, South African limestone mining company Continental Cement with a 25.1% stake, and Jidong Development Group and China-Africa Development Fund, which together hold a majority 51% stake.
Country: South Africa
Region: Africa
Sector: EDUCATION
Sector code: 110
Theme/intent: Development
Infrastructure: Yes
Finance type: Grant
Flow class: ODA
Status: Completion
Location: This donation supported a primary school near the Mamba Cement Plant in Limpopo Province. More detailed locational information for Mamba Cement Plan can be found at https://www.openstreetmap.org/way/739107078"
e156ed65614e552f,,,37671,,China pledges $2.5 million USD of tied project aid to PNG,"
 On May 30, 2001, Papua New Guinea said China would give it a ""no-strings-attached"" cash grant of  $US2.5 million ($A4.86 million) in tied project aid. PNG Prime Minister Sir Mekere Morauta announced the aid after a meeting with Chinese Premier Zhu Rongji in Beijing. 
 ",Papua New Guinea,PNG,Oceania,2001,998,UNALLOCATED/UNSPECIFIED,Development,,Grant,ODA,Pipeline: Pledge,,,No,Yes,true,"Title: China pledges $2.5 million USD of tied project aid to PNG
Description: On May 30, 2001, Papua New Guinea said China would give it a ""no-strings-attached"" cash grant of $US2.5 million ($A4.86 million) in tied project aid. PNG Prime Minister Sir Mekere Morauta announced the aid after a meeting with Chinese Premier Zhu Rongji in Beijing.
Country: Papua New Guinea
Region: Oceania
Sector: UNALLOCATED/UNSPECIFIED
Sector code: 998
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Pipeline: Pledge"
2c9cdb0657209d05,,,34330,,China increases number of scholarships available to Vietnamese students (Linked to Record ID#34331),"On May 20, 2002, China agreed to increase its scholarship program in Vietnam from 130 to 200 students per year, from now until 2004. This occurred during Chinese Deputy Education Minister Zhang Tianbao's 9-day visit in Vietnam. Other details like the status of the project is not unknown. 
 
 During the visit, Zhang offered 500 textbooks to Vietnamese colleges (See Record ID#34331)
 
 ",Viet Nam,VNM,Asia,2002,110,EDUCATION,Development,,Scholarships/training in the donor country,ODA,Pipeline: Pledge,,,No,No,true,"Title: China increases number of scholarships available to Vietnamese students (Linked to Record ID#34331)
Description: On May 20, 2002, China agreed to increase its scholarship program in Vietnam from 130 to 200 students per year, from now until 2004. This occurred during Chinese Deputy Education Minister Zhang Tianbao's 9-day visit in Vietnam. Other details like the status of the project is not unknown. During the visit, Zhang offered 500 textbooks to Vietnamese colleges (See Record ID#34331)
Country: Viet Nam
Region: Asia
Sector: EDUCATION
Sector code: 110
Theme/intent: Development
Finance type: Scholarships/training in the donor country
Flow class: ODA
Status: Pipeline: Pledge"
2c58ed8521fde144,,,107966,,Chinese government donates 26 motorcycles and 100 computers to Sri Lankan Police ,"On November 10, 2023, the Chinese government donated 26 Ranomoto motorcycles and 100 Lenovo desktop computers to the Sri Lanka Police.",Sri Lanka,LKA,Asia,2023,150,GOVERNMENT AND CIVIL SOCIETY,Development,,Grant,ODA,Completion,,,Yes,No,true,"Title: Chinese government donates 26 motorcycles and 100 computers to Sri Lankan Police
Description: On November 10, 2023, the Chinese government donated 26 Ranomoto motorcycles and 100 Lenovo desktop computers to the Sri Lanka Police.
Country: Sri Lanka
Region: Asia
Sector: GOVERNMENT AND CIVIL SOCIETY
Sector code: 150
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion"
be0409f101349f79,,,109024,4889,"ICBC provides $893,508 in import financing loans to Edenor","In the first quarter of 2023, Empresa Distribuidora y Comercializadora Norte S.A (Edenor) borrowed multiple import financing loans from the Industrial and Commercial Bank of China (ICBC) totaling at least $893,508. These borrowings carried maturities of, at most, 1 year and an interest rate of 14%. The amount outstanding under these loans at both June 30, 2023 and September 30, 2023 was $449,896.  Then, in the fourth quarter of 2023, Edenor borrowed multiple import financing loans from ICBC worth CNY 2,489,696 in total. These borrowings carried maturities of no more than 1 year and an interest rate of 15.5%.",Argentina,ARG,America,2023,230,ENERGY,Commercial,,Loan,OOF,Completion,,,Yes,No,true,"Title: ICBC provides $893,508 in import financing loans to Edenor
Description: In the first quarter of 2023, Empresa Distribuidora y Comercializadora Norte S.A (Edenor) borrowed multiple import financing loans from the Industrial and Commercial Bank of China (ICBC) totaling at least $893,508. These borrowings carried maturities of, at most, 1 year and an interest rate of 14%. The amount outstanding under these loans at both June 30, 2023 and September 30, 2023 was $449,896. Then, in the fourth quarter of 2023, Edenor borrowed multiple import financing loans from ICBC worth CNY 2,489,696 in total. These borrowings carried maturities of no more than 1 year and an interest rate of 15.5%.
Country: Argentina
Region: America
Sector: ENERGY
Sector code: 230
Theme/intent: Commercial
Finance type: Loan
Flow class: OOF
Status: Completion"
4f7715191b7f5ecf,,,101746,,Chinese Embassy inaugurates sports hall at Mauritius Universal College in June 2022,"On June 23, 2022, an inauguration ceremony was held for a new Chinese Embassy-supported sports hall at Mauritius Universal College. The sports hall will provide students with a well-equipped gym for physical exercise. The monetary value of the project is unknown.",Mauritius,MUS,Africa,2022,110,EDUCATION,Development,,Grant,ODA,Completion,"Chinese Embassy inaugurates sports hall at Mauritius Universal College located at Route de la Temple, Rivière du Rempart, Mauritius. More detailed locational information can be found at: https://www.openstreetmap.org/node/4641492871",,Yes,No,true,"Title: Chinese Embassy inaugurates sports hall at Mauritius Universal College in June 2022
Description: On June 23, 2022, an inauguration ceremony was held for a new Chinese Embassy-supported sports hall at Mauritius Universal College. The sports hall will provide students with a well-equipped gym for physical exercise. The monetary value of the project is unknown.
Country: Mauritius
Region: Africa
Sector: EDUCATION
Sector code: 110
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: Chinese Embassy inaugurates sports hall at Mauritius Universal College located at Route de la Temple, Rivière du Rempart, Mauritius. More detailed locational information can be found at: https://www.openstreetmap.org/node/4641492871"
a9e0ef0f4688cfe1,,,63257,,China Eximbank provides RMB 2.34 billion government concessional loan for Samal Island-Davao City Connector Project,"On October 29, 2018,  the Chinese Government and the Government of the Republic of the Philippines signed letters of exchange regarding a feasibility study for the Samal Island-Davao City Connector Project. The feasibility study was undertaken by Ove Arup & Partners Hong Kong Ltd. On November 29, 2019, the National Economic and Development Authority (NEDA) Board confirmed the Investment Coordination Committee’s approval of the Samal Island-Davao City Connector Project. Then on January 29, 2021, the Government of the Republic of the Philippines submitted a loan application to China Eximbank for the Samal Island-Davao City Connector Project. It submitted a revised application on April 26, 2021.   Approximately one year later, on May 31, 2022, China Eximbank and the Government of the Republic of the Philippines signed an RMB 2,340,814,593.53 government concessional loan (GCL) agreement [NO. GCL20220060763] for the Samal Island-Davao City Connector Project. The GCL carries the following borrowing terms: a 20-year maturity, a 7-year grace period, a 2% interest rate, a 0% default (penalty) interest rate, a 0.25% commitment fee, and a 0.25% (RMB 5,852,036.48) management fee. The borrower is expected to use the GCL proceeds to finance 90% of the cost of a PHP 19,321,083,655  commercial contract [No. 20Z00008] between the Department of Public Works and Highways of the Government of the Republic of the Philippines and China Road and Bridge Corporation (CRBC), which was signed on January 4, 2021.   The purpose of the Samal Island-Davao City Connector Project is to provide a permanent road linkage between Davao City and the Island Garden City of Samal, thereby reducing travel time and dependency on ferry services. The project will connect the Samal Circumferential Road in Barangay Limao, Island Garden City of Samal to Davao City in between R. Castillo-Daang Maharlika junction, crossing over Pakiputan Strait. The project has an approximate length of 3.98km which involves the construction of i) a toll-free 4-lane extradosed bridge with an approximate length of 2.8 kilometers and a width of 24.2 meters; and ii) interchanges with the existing road network, local existing junction improvements, viaducts over sections of land, and approach bridges over the marine area.   China Road and Bridge Corporation (CRBC) is the contractor responsible for project implementation. An official project commencement ceremony took place on July 6, 2022.   Construction has experience delays due to ongoing issues related to Right-of-Way (ROW) acquisition, which has led to a delay in geotechnical investigation activities required for the Detailed Engineering Design (DED). As of July 22, 2024, bored piling works for the land viaduct were actively underway as part of the civil works. DPWH noted that the project is progressing despite earlier right-of-way delays.",Philippines,PHL,Asia,2022,210,TRANSPORT AND STORAGE,Development,Yes,Loan,ODA,Implementation,"The purpose of the Samal Island-Davao City Connector Project is to provide a permanent road linkage between Davao City and the Island Garden City of Samal, thereby reducing travel time and dependency on ferry services. The project will connect the Samal Circumferential Road in Barangay Limao, Island Garden City of Samal to Davao City in between R. Castillo-Daang Maharlika junction, crossing over Pakiputan Strait. The project has an approximate length of 3.98km which involves the construction of i) a toll-free 4-lane extradosed bridge with an approximate length of 2.8 kilometers and a width of 24.2 meters; and ii) interchanges with the existing road network, local existing junction improvements, viaducts over sections of land, and approach bridges over marine area. More detailed locational information can be found at https://www.openstreetmap.org/way/751002383, https://www.openstreetmap.org/way/382663668, https://www.openstreetmap.org/way/1255943160, https://www.openstreetmap.org/way/1255943150 and https://www.openstreetmap.org/way/1255943156.",https://www.dropbox.com/s/sjutktlddzrfuwl/China%20Eximbank%20GCL%20agreement%20for%20the%20Samal%20Island-Davao%20City%20Connector%20Project.pdf?dl=0,Yes,No,true,"Title: China Eximbank provides RMB 2.34 billion government concessional loan for Samal Island-Davao City Connector Project
Description: On October 29, 2018, the Chinese Government and the Government of the Republic of the Philippines signed letters of exchange regarding a feasibility study for the Samal Island-Davao City Connector Project. The feasibility study was undertaken by Ove Arup & Partners Hong Kong Ltd. On November 29, 2019, the National Economic and Development Authority (NEDA) Board confirmed the Investment Coordination Committee’s approval of the Samal Island-Davao City Connector Project. Then on January 29, 2021, the Government of the Republic of the Philippines submitted a loan application to China Eximbank for the Samal Island-Davao City Connector Project. It submitted a revised application on April 26, 2021. Approximately one year later, on May 31, 2022, China Eximbank and the Government of the Republic of the Philippines signed an RMB 2,340,814,593.53 government concessional loan (GCL) agreement [NO. GCL20220060763] for the Samal Island-Davao City Connector Project. The GCL carries the following borrowing terms: a 20-year maturity, a 7-year grace period, a 2% interest rate, a 0% default (penalty) interest rate, a 0.25% commitment fee, and a 0.25% (RMB 5,852,036.48) management fee. The borrower is expected to use the GCL proceeds to finance 90% of the cost of a PHP 19,321,083,655 commercial contract [No. 20Z00008] between the Department of Public Works and Highways of the Government of the Republic of the Philippines and China Road and Bridge Corporation (CRBC), which was signed on January 4, 2021. The purpose of the Samal Island-Davao City Connector Project is to provide a permanent road linkage between Davao City and the Island Garden City of Samal, thereby reducing travel time and dependency on ferry services. The project will connect the Samal Circumferential Road in Barangay Limao, Island Garden City of Samal to Davao City in between R. Castillo-Daang Maharlika junction, crossing over Pakiputan Strait. The project has an approximate length of 3.98km which involves the construction of i) a toll-free 4-lane extradosed bridge with an approximate length of 2.8 kilometers and a width of 24.2 meters; and ii) interchanges with the existing road network, local existing junction improvements, viaducts over sections of land, and approach bridges over the marine area. China Road and Bridge Corporation (CRBC) is the contractor responsible for project implementation. An official project commencement ceremony took place on July 6, 2022. Construction has experience delays due to ongoing issues related to Right-of-Way (ROW) acquisition, which has led to a delay in geotechnical investigation activities required for the Detailed Engineering Design (DED). As of July 22, 2024, bored piling works for the land viaduct were actively underway as part of the civil works. DPWH noted that the project is progressing despite earlier right-of-way delays.
Country: Philippines
Region: Asia
Sector: TRANSPORT AND STORAGE
Sector code: 210
Theme/intent: Development
Infrastructure: Yes
Finance type: Loan
Flow class: ODA
Status: Implementation
Location: The purpose of the Samal Island-Davao City Connector Project is to provide a permanent road linkage between Davao City and the Island Garden City of Samal, thereby reducing travel time and dependency on ferry services. The project will connect the Samal Circumferential Road in Barangay Limao, Island Garden City of Samal to Davao City in between R. Castillo-Daang Maharlika junction, crossing over Pakiputan Strait. The project has an approximate length of 3.98km which involves the construction of i) a toll-free 4-lane extradosed bridge with an approximate length of 2.8 kilometers and a width of 24.2 meters; and ii) interchanges with the existing road network, local existing junction improvements, viaducts over sections of land, and approach bridges over marine area. More detailed locational information can be found at https://www.openstreetmap.org/way/751002383, https://www.openstreetmap.org/way/382663668, https://www.openstreetmap.org/way/1255943160, https://www.openstreetmap.org/way/1255943150 and https://www.openstreetmap.org/way/1255943156."
ba12ac555fcc477d,,,105551,,China Construction Bank contributes $778.3 million to $3.5 billion loan for acquisition of 20% participating interest in Block 16 and Tivacuno service contracts in Ecuador,"On December 13, 2013, Tiptop Energy Limited (a special purpose vehicle legally incorporated in Hong Kong) and Sinopec Century Bright Capital Investment Limited signed a $3.5 billion syndicated loan agreement with 17 banks. The loan carried a 5-year maturity and an interest rate of LIBOR plus a 1.23% margin. It was guaranteed by China Petrochemical Corporation (Sinopec Group).   The 17 members of the lending syndicate were from Asia, North America, Europe, Australia, and the Middle East. They included China Construction Bank Corporation, The Bank of Tokyo-Mitsubishi UFJ, Ltd., Citi, The Hongkong and Shanghai Banking Corporation Limited, The Royal Bank of Scotland plc, and United Overseas Bank Limited (all of whom acted as the mandated lead arrangers, bookrunners, and underwriters to the loan). Other participants included First Gulf Bank, Scotiabank, Commonwealth Bank of Australia, JPMorgan Chase Hong Kong Branch, National Australia Bank, Societe Generale, and the Hong Kong Branch of National Bank of Abu Dhabi. China Construction Bank contributed $778.33 million to the loan syndicate.   The borrower was expected to use the proceeds of the loan to facilitate Sinopec International Petroleum Exploration and Production Corporation’s acquisition of a 100% ownership stake in Amodaimi Oil Company, Ltd. from Repsol Ecuador S.A.  The acquisition was completed on September 26, 2012. Its completion effectively granted Sinopec International Petroleum Exploration and Production Corporation a 20% participating interest in Block 16 and Tivacuno service contracts in Ecuador.",Ecuador,ECU,America,2013,320,"INDUSTRY, MINING, CONSTRUCTION",Commercial,,Loan,OOF,Completion,,,Yes,No,true,"Title: China Construction Bank contributes $778.3 million to $3.5 billion loan for acquisition of 20% participating interest in Block 16 and Tivacuno service contracts in Ecuador
Description: On December 13, 2013, Tiptop Energy Limited (a special purpose vehicle legally incorporated in Hong Kong) and Sinopec Century Bright Capital Investment Limited signed a $3.5 billion syndicated loan agreement with 17 banks. The loan carried a 5-year maturity and an interest rate of LIBOR plus a 1.23% margin. It was guaranteed by China Petrochemical Corporation (Sinopec Group). The 17 members of the lending syndicate were from Asia, North America, Europe, Australia, and the Middle East. They included China Construction Bank Corporation, The Bank of Tokyo-Mitsubishi UFJ, Ltd., Citi, The Hongkong and Shanghai Banking Corporation Limited, The Royal Bank of Scotland plc, and United Overseas Bank Limited (all of whom acted as the mandated lead arrangers, bookrunners, and underwriters to the loan). Other participants included First Gulf Bank, Scotiabank, Commonwealth Bank of Australia, JPMorgan Chase Hong Kong Branch, National Australia Bank, Societe Generale, and the Hong Kong Branch of National Bank of Abu Dhabi. China Construction Bank contributed $778.33 million to the loan syndicate. The borrower was expected to use the proceeds of the loan to facilitate Sinopec International Petroleum Exploration and Production Corporation’s acquisition of a 100% ownership stake in Amodaimi Oil Company, Ltd. from Repsol Ecuador S.A. The acquisition was completed on September 26, 2012. Its completion effectively granted Sinopec International Petroleum Exploration and Production Corporation a 20% participating interest in Block 16 and Tivacuno service contracts in Ecuador.
Country: Ecuador
Region: America
Sector: INDUSTRY, MINING, CONSTRUCTION
Sector code: 320
Theme/intent: Commercial
Finance type: Loan
Flow class: OOF
Status: Completion"
